Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator=(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [147]
[555]    0.0    0.00    0.00       2         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() [555]
                0.00    0.00       2/6           __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* const&) [398]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator=(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [147]
[556]    0.0    0.00    0.00       2         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() [556]
                0.00    0.00       2/6           __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* const&) [398]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::push_back(BLL::Zyklotron* const&) [558]
[557]    0.0    0.00    0.00       2         void std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::_M_emplace_back_aux<BLL::Zyklotron* const&>(BLL::Zyklotron* const&) [557]
                0.00    0.00       4/5           std::_Vector_base<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::_M_get_Tp_allocator() [418]
                0.00    0.00       2/2           std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::_M_check_len(unsigned long, char const*) const [537]
                0.00    0.00       2/2           std::_Vector_base<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::_M_allocate(unsigned long) [545]
                0.00    0.00       2/6           BLL::Zyklotron* const& std::forward<BLL::Zyklotron* const&>(std::remove_reference<BLL::Zyklotron* const&>::type&) [406]
                0.00    0.00       2/35          std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::size() const [313]
                0.00    0.00       2/2           _ZNSt16allocator_traitsISaIPN3BLL9ZyklotronEEE9constructIS2_IRKS2_EEEvRS3_PT_DpOT0_ [549]
                0.00    0.00       2/2           BLL::Zyklotron** std::__uninitialized_move_if_noexcept_a<BLL::Zyklotron**, BLL::Zyklotron**, std::allocator<BLL::Zyklotron*> >(BLL::Zyklotron**, BLL::Zyklotron**, BLL::Zyklotron**, std::allocator<BLL::Zyklotron*>&) [573]
                0.00    0.00       2/3           void std::_Destroy<BLL::Zyklotron**, BLL::Zyklotron*>(BLL::Zyklotron**, BLL::Zyklotron**, std::allocator<BLL::Zyklotron*>&) [485]
                0.00    0.00       2/3           std::_Vector_base<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::_M_deallocate(BLL::Zyklotron**, unsigned long) [481]
-----------------------------------------------
                0.00    0.00       2/2           BLL::ZyklotronController::addZyklotron(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [136]
[558]    0.0    0.00    0.00       2         std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::push_back(BLL::Zyklotron* const&) [558]
                0.00    0.00       2/2           void std::vector<BLL::Zyklotron*, std::allocator<BLL::Zyklotron*> >::_M_emplace_back_aux<BLL::Zyklotron* const&>(BLL::Zyklotron* const&) [557]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_List_base() [562]
[559]    0.0    0.00    0.00       2         std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_List_impl::_List_impl() [559]
                0.00    0.00       2/2           std::allocator<std::_List_node<BLL::ZyklotronParts::ZykSet> >::allocator() [539]
                0.00    0.00       2/2           std::_List_node<unsigned long>::_List_node<>() [541]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_M_init() [561]
[560]    0.0    0.00    0.00       2         std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_M_set_size(unsigned long) [560]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_List_base() [562]
[561]    0.0    0.00    0.00       2         std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_M_init() [561]
                0.00    0.00       2/2           std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_M_set_size(unsigned long) [560]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::list<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::list() [563]
[562]    0.0    0.00    0.00       2         std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_List_base() [562]
                0.00    0.00       2/2           std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_List_impl::_List_impl() [559]
                0.00    0.00       2/2           std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_M_init() [561]
-----------------------------------------------
                0.00    0.00       2/2           BLL::Channel<BLL::ZyklotronParts::ZykSet>::Channel() [491]
[563]    0.0    0.00    0.00       2         std::__cxx11::list<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::list() [563]
                0.00    0.00       2/2           std::__cxx11::_List_base<BLL::ZyklotronParts::ZykSet, std::allocator<BLL::ZyklotronParts::ZykSet> >::_List_base() [562]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [567]
[564]    0.0    0.00    0.00       2         std::_Niter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [564]
                0.00    0.00       2/2           std::_Iter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, true>::_S_base(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [540]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [567]
[565]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__copy_move_a<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [565]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [542]
-----------------------------------------------
                0.00    0.00       2/2           BLL::Zyklotron** std::__copy_move_a2<true, BLL::Zyklotron**, BLL::Zyklotron**>(BLL::Zyklotron**, BLL::Zyklotron**, BLL::Zyklotron**) [568]
[566]    0.0    0.00    0.00       2         BLL::Zyklotron** std::__copy_move_a<true, BLL::Zyklotron**, BLL::Zyklotron**>(BLL::Zyklotron**, BLL::Zyklotron**, BLL::Zyklotron**) [566]
                0.00    0.00       2/2           BLL::Zyklotron** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<BLL::Zyklotron*>(BLL::Zyklotron* const*, BLL::Zyklotron* const*, BLL::Zyklotron**) [543]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::copy<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [575]
[567]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [567]
                0.00    0.00       4/4           std::_Niter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [476]
                0.00    0.00       2/2           std::_Niter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >) [564]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__copy_move_a<false, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [565]
                0.00    0.00       2/6           __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* const&) [398]
-----------------------------------------------
                0.00    0.00       2/2           BLL::Zyklotron** std::copy<std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**>(std::move_iterator<BLL::Zyklotron**>, std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**) [576]
[568]    0.0    0.00    0.00       2         BLL::Zyklotron** std::__copy_move_a2<true, BLL::Zyklotron**, BLL::Zyklotron**>(BLL::Zyklotron**, BLL::Zyklotron**, BLL::Zyklotron**) [568]
                0.00    0.00       6/6           std::_Niter_base<BLL::Zyklotron**>::iterator_type std::__niter_base<BLL::Zyklotron**>(BLL::Zyklotron**) [405]
                0.00    0.00       2/2           BLL::Zyklotron** std::__copy_move_a<true, BLL::Zyklotron**, BLL::Zyklotron**>(BLL::Zyklotron**, BLL::Zyklotron**, BLL::Zyklotron**) [566]
-----------------------------------------------
                0.00    0.00       2/2           BLL::Zyklotron** std::__uninitialized_copy_a<std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**, BLL::Zyklotron*>(std::move_iterator<BLL::Zyklotron**>, std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**, std::allocator<BLL::Zyklotron*>&) [571]
[569]    0.0    0.00    0.00       2         BLL::Zyklotron** std::uninitialized_copy<std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**>(std::move_iterator<BLL::Zyklotron**>, std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**) [569]
                0.00    0.00       2/2           BLL::Zyklotron** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**>(std::move_iterator<BLL::Zyklotron**>, std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**) [553]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >* std::__uninitialized_copy_a<std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>, std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&) [572]
[570]    0.0    0.00    0.00       2         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >* std::uninitialized_copy<std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>(std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>, std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [570]
                0.00    0.00       2/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>(std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>, std::move_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*>, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [552]
-----------------------------------------------
                0.00    0.00       2/2           BLL::Zyklotron** std::__uninitialized_move_if_noexcept_a<BLL::Zyklotron**, BLL::Zyklotron**, std::allocator<BLL::Zyklotron*> >(BLL::Zyklotron**, BLL::Zyklotron**, BLL::Zyklotron**, std::allocator<BLL::Zyklotron*>&) [573]
[571]    0.0    0.00    0.00       2         BLL::Zyklotron** std::__uninitialized_copy_a<std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**, BLL::Zyklotron*>(std::move_iterator<BLL::Zyklotron**>, std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**, std::allocator<BLL::Zyklotron*>&) [571]
                0.00    0.00       2/2           BLL::Zyklotron** std::uninitialized_copy<std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**>(std::move_iterator<BLL::Zyklotron**>, std::move_iterator<BLL::Zyklotron**>, BLL::Zyklotron**) [569]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >* std::__uninitialized_move_if_noexcept_a<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::allocator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&) [574]
